,fighter1,fighter2,event_name,event_date,details,result,fighter_name
4,Rose Namajunas,Tecia Torres,UFC Fight Night Teixeira vs. Evans,"Apr 16, 2016",Live on CTV TWO,Win,Rose Namajunas
5,Rose Namajunas,Paige VanZant,UFC Fight Night Namajunas vs VanZant,"Dec 10, 2015",Fight Network,Win,Rose Namajunas
6,Rose Namajunas,Angela Hill,UFC 192 Cormier vs. Gustafsson,"Oct 3, 2015",Live on Pay-Per-View,Win,Rose Namajunas
7,Carla Esparza,Rose Namajunas,The Ultimate Fighter Esparza vs. Namajunas,"Dec 12, 2014",Sportsnet 360,,Rose Namajunas
0,Enrique Barzola,Nad Narimani,UFC Fight Night,"Nov 17, 2018",Magny vs. Ponzinibbio,UPCOMING,Nad Narimani
1,Khalid Taha,Nad Narimani,UFC Fight Night Shogun vs Smith,"Jul 22, 2018",Live on TSN 2,Win,Nad Narimani
0,Rafael Natal,Eryk Anders,UFC Fight Night Weidman vs Gastelum,"Jul 22, 2017",Live on CTV TWO,Loss,Rafael Natal
1,Rafael Natal,Tim Boetsch,UFC 205 Alvarez vs McGregor,"Nov 12, 2016",Live on Pay-Per-View,Loss,Rafael Natal
2,Robert Whittaker,Rafael Natal,UFC 197 Jones vs. Saint Preux,"Apr 23, 2016",Live on Pay-Per-View,Loss,Rafael Natal
3,Rafael Natal,Kevin Casey,UFC Fight Night Johnson vs. Bader,"Jan 30, 2016",Live on FOX,Win,Rafael Natal
4,Uriah Hall,Rafael Natal,UFC 187 Johnson vs. Cormier,"May 23, 2015",Live on Pay-Per-View,Win,Rafael Natal
5,Rafael Natal,Tom Watson,UFC 183 Silva vs. Diaz,"Jan 31, 2015",Live on Pay-Per-View,Win,Rafael Natal
6,Rafael Natal,Chris Camozzi,UFC Fight Night Jacare vs. Mousasi,"Sep 5, 2014",UFC FIGHT PASS,Win,Rafael Natal
7,Ed Herman,Rafael Natal,UFC Fight Night Brown vs. Silva,"May 10, 2014",Sportsnet 360,Loss,Rafael Natal
8,Tim Kennedy,Rafael Natal,UFC Fight Night Live on Sportsnet 360,"Nov 6, 2013",Kennedy vs. Natal,Loss,Rafael Natal
9,Rafael Natal,Tor Troeng,UFC,"Sep 4, 2013",Teixeira vs. Bader Teixeira vs. Bader:Sept. 4 on FOX Sports 1,Win,Rafael Natal
10,Rafael Natal,Joao Zeferino,UFC on FX 8 Live from Brazil,"May 18, 2013",Belfort vs. Rockhold,Win,Rafael Natal
11,Rafael Natal,Sean Spencer,UFC,"Jan 26, 2013",Johnson vs. Dodson,Win,Rafael Natal
12,Rafael Natal,Andrew Craig,UFC on FUEL TV 4,"Jul 11, 2012",Munoz vs. Weidman,Loss,Rafael Natal
13,Rafael Natal,Michael Kuiper,UFC® 143,"Feb 4, 2012",Diaz vs. Condit,Win,Rafael Natal
14,Rafael Natal,Paul Bradley,UFC® 133,"Aug 6, 2011",Evans vs. Ortiz,Win,Rafael Natal
15,Jesse Bongfeldt,Rafael Natal,UFC® 124,"Dec 11, 2010",ST-PIERRE vs KOSCHECK,DRAW,Rafael Natal
16,Rich Attonito,Rafael Natal,UFC® Fight Night™,"Sep 15, 2010",:MARQUARDT vs PALHARES,Loss,Rafael Natal
0,Belal Muhammad,Geoff Neal,UFC Fight Night,"Jan 19, 2019",Brooklyn,UPCOMING,Geoff Neal
1,Geoff Neal,Frank Camacho,UFC 228 Woodley vs. Till,"Sep 8, 2018",Live on Pay-Per-View,Win,Geoff Neal
2,Geoff Neal,Brian Camozzi,UFC Fight Night Cerrone vs Medeiros,"Feb 18, 2018",Live on TSN 2,Win,Geoff Neal
3,Geoff Neal,Chase Waldon,Tuesday Night Contender Series Live on UFC FIGHT PASS,"Jul 25, 2017",Las Vegas,Win,Geoff Neal
0,Alex Oliveira,Gunnar Nelson,UFC 231,"Dec 8, 2018",Holloway vs. Ortega,UPCOMING,Gunnar Nelson
1,Gunnar Nelson,Santiago Ponzinibbio,UFC Fight Night Nelson vs Ponzinibbio,"Jul 16, 2017",Live on FS1,Loss,Gunnar Nelson
2,Gunnar Nelson,Alan Jouban,UFC Fight Night Manuwa vs Anderson,"Mar 18, 2017",Live on Fight Network,Win,Gunnar Nelson
3,Albert Tumenov,Gunnar Nelson,UFC Fight Night Overeem vs. Arlovski,"May 8, 2016",TSN 2,Win,Gunnar Nelson
4,Demian Maia,Gunnar Nelson,UFC 194 Aldo vs McGregor,"Dec 12, 2015",Live on Pay-Per-View,Loss,Gunnar Nelson
5,Gunnar Nelson,Brandon Thatch,UFC 189 Mendes vs. McGregor,"Jul 11, 2015",Live on Pay-Per-View,Win,Gunnar Nelson
6,Gunnar Nelson,Rick Story,UFC Fight Night Nelson vs. Story,"Oct 4, 2014",UFC FIGHT PASS,Loss,Gunnar Nelson
7,Gunnar Nelson,Zak Cummings,UFC Fight Night McGregor vs. Brandao,"Jul 19, 2014",UFC Fight Pass,Win,Gunnar Nelson
8,Gunnar Nelson,Omari Akhmedov,UFC Fight Night Gustafsson vs. Manuwa,"Mar 8, 2014",UFC Fight Pass,Win,Gunnar Nelson
9,Gunnar Nelson,Jorge Santiago,UFC London Interim Bantamweight Title Fight,"Feb 16, 2013",Barao vs. McDonald,Win,Gunnar Nelson
10,DaMarques Johnson,Gunnar Nelson,UFC®,"Sep 29, 2012",Struve vs. Miocic,Win,Gunnar Nelson
0,Alexander Volkov,Roy Nelson,UFC Fight Night Johnson vs Reis,"Apr 15, 2017",Live on CTV TWO & TSN 5,Loss,Roy Nelson
1,Roy Nelson,Antonio Silva,UFC Fight Night Cyborg vs Lansberg,"Sep 24, 2016",Live on TSN 5,Win,Roy Nelson
2,Roy Nelson,Derrick Lewis,UFC Fight Night Dos Anjos vs. Alvarez,"Jul 7, 2016",Live on Fight Network,Loss,Roy Nelson
3,Roy Nelson,Jared Rosholt,UFC Fight Night Hendricks vs. Thompson,"Feb 6, 2016",Live on TSN 1,Win,Roy Nelson
4,Josh Barnett,Roy Nelson,UFC Fight Night Nelson vs. Barnett,"Sep 26, 2015",TSN 5,Loss,Roy Nelson
5,Roy Nelson,Alistair Overeem,UFC 185 Pettis vs. dos Anjos,"Mar 14, 2015",Live on Pay-Per-View,Loss,Roy Nelson
6,Mark Hunt,Roy Nelson,UFC Fight Night Hunt vs. Nelson,"Sep 20, 2014",UFC FIGHT PASS,Loss,Roy Nelson
7,Minotauro Nogueira,Roy Nelson,UFC Fight Night Nogueira vs. Nelson,"Apr 11, 2014",UFC Fight Pass,Win,Roy Nelson
8,Daniel Cormier,Roy Nelson,UFC 166 Live on Pay-Per-View,"Oct 19, 2013",Velasquez vs. Dos Santos 3,Loss,Roy Nelson
9,Roy Nelson,Stipe Miocic,UFC 161 Live from Winnipeg,"Jun 15, 2013",Evans vs. Henderson,Loss,Roy Nelson
10,Roy Nelson,Cheick Kongo,UFC 159  Live on Pay-Per View,"Apr 27, 2013",Jones vs. Sonnen,Win,Roy Nelson
11,Roy Nelson,Matt Mitrione,The Ultimate Fighter 16,"Dec 15, 2012",Finale,Win,Roy Nelson
12,Roy Nelson,Dave Herman,UFC® 146,"May 26, 2012",Dos Santos vs. Mir,Win,Roy Nelson
13,Roy Nelson,Fabricio Werdum,UFC® 143,"Feb 4, 2012",Diaz vs. Condit,Loss,Roy Nelson
14,Mirko Cro Cop,Roy Nelson,UFC® 137,"Oct 29, 2011",Penn vs. Diaz,Win,Roy Nelson
15,Frank Mir,Roy Nelson,UFC® 130,"May 28, 2011",Rampage vs. Hamill,Loss,Roy Nelson
16,Roy Nelson,Junior Dos Santos,UFC® 117,"Aug 7, 2010",SILVA vs SONNEN,Loss,Roy Nelson
17,Roy Nelson,Stefan Struve,UFC® Fight Night™ 21,"Mar 31, 2010",FLORIAN vs GOMI,Win,Roy Nelson
18,Roy Nelson,Brendan Schaub,The Ultimate Fighter®,"Dec 5, 2009",Heavyweights FINALE,,Roy Nelson
19,Andrei Arlovski,Roy Nelson,EliteXC - Heat,"Oct 4, 2008",,Loss,Roy Nelson
20,Ben Rothwell,Roy Nelson,IFL - Moline,"Apr 7, 2007",,Loss,Roy Nelson
0,Antonio Braga Neto,Trevin Giles,UFC Fight Night Swanson vs Ortega,"Dec 9, 2017",Live on TSN 5,Loss,Antonio Braga Neto
1,Clint Hester,Antonio Braga Neto,UFC Fight Night Swanson vs. Stephens,"Jun 28, 2014",Sportsnet 360,Loss,Antonio Braga Neto
2,Antonio Braga Neto,Anthony Smith,UFC on FUEL TV 10 Live from Brazil,"Jun 8, 2013",Nogueira vs. Werdum,Win,Antonio Braga Neto
0,Curtis Blaydes,Francis Ngannou,UFC Fight Night,"Nov 24, 2018",Ngannou vs. Blaydes,UPCOMING,Francis Ngannou
1,Francis Ngannou,Derrick Lewis,UFC 226 Miocic vs Cormier,"Jul 7, 2018",Live on Pay-Per-View,Loss,Francis Ngannou
2,Stipe Miocic,Francis Ngannou,UFC 220 Miocic vs Ngannou,"Jan 20, 2018",Live on Pay-Per-View,,Francis Ngannou
3,Alistair Overeem,Francis Ngannou,UFC 218 Holloway vs Aldo 2,"Dec 2, 2017",Live on Pay-Per-View,Win,Francis Ngannou
4,Andrei Arlovski,Francis Ngannou,UFC Fight Night Shevchenko vs Pena,"Jan 28, 2017",Live on TSN 5,Win,Francis Ngannou
5,Francis Ngannou,Anthony Hamilton,UFC Fight Night Lewis vs Abdurakhimov,"Dec 9, 2016",Live on Fight Network and UFC FIGHT PASS,Win,Francis Ngannou
6,Francis Ngannou,Bojan Mihajlovic,UFC Fight Night Holm vs Shevchenko,"Jul 23, 2016",Live on CTV 2,Win,Francis Ngannou
7,Francis Ngannou,Curtis Blaydes,UFC Fight Night Rothwell vs. Dos Santos,"Apr 10, 2016",TSN 2,Win,Francis Ngannou
8,Francis Ngannou,Luis Henrique,UFC Fight Night dos Anjos vs Cowboy 2,"Dec 19, 2015",Live on FOX,Win,Francis Ngannou
0,Wilson Reis,Ben Nguyen,UFC Fight Night,"Dec 1, 2018",Dos Santos vs. Tuivasa,UPCOMING,Ben Nguyen
1,Jussier Formiga,Ben Nguyen,UFC 221 Romero vs Rockhold,"Feb 10, 2018",Live on Pay-Per-View,Loss,Ben Nguyen
2,Tim Elliott,Ben Nguyen,UFC Fight Night Lewis vs Hunt,"Jun 10, 2017",Live on TSN 5,Win,Ben Nguyen
3,Ben Nguyen,Geane Herrera,UFC Fight Night Whittaker vs Brunson,"Nov 26, 2016",Live on TSN 5,Win,Ben Nguyen
4,Louis Smolka,Ben Nguyen,UFC Fight Night McDonald vs Lineker,"Jul 13, 2016",Live on TSN 2,Loss,Ben Nguyen
5,Ben Nguyen,Ryan Benoit,UFC 193 Rousey vs Holm,"Nov 14, 2015",Live on Pay-Per-View,Win,Ben Nguyen
6,Alptekin Ozkilic,Ben Nguyen,UFC Fight Night Miocic vs. Hunt,"May 9, 2015",FIGHT NETWORK,Win,Ben Nguyen
0,Jack Hermansson,Alex Nicholson,UFC Fight Night Gustafsson vs Teixeira,"May 28, 2017",Live on TSN 5,Loss,Alex Nicholson
1,Sam Alvey,Alex Nicholson,UFC Fight Night Dos Anjos vs Ferguson,"Nov 5, 2016",Live on TSN 5,Loss,Alex Nicholson
2,Devin Clark,Alex Nicholson,UFC Fight Night McDonald vs Lineker,"Jul 13, 2016",Live on TSN 2,Win,Alex Nicholson
3,Misha Cirkunov,Alex Nicholson,UFC Fight Night Hendricks vs. Thompson,"Feb 6, 2016",Live on TSN 1,Loss,Alex Nicholson
0,Dustin Ortiz,Matheus Nicolau,UFC Fight Night Alvarez vs Poirier,"Jul 28, 2018",Live on CTV TWO,Loss,Matheus Nicolau
1,Louis Smolka,Matheus Nicolau,UFC 219 Cyborg vs Holm,"Dec 30, 2017",Live on Pay-Per-View,Win,Matheus Nicolau
2,John Moraga,Matheus Nicolau,The Ultimate Fighter Finale Team Joanna vs. Team Claudia,"Jul 8, 2016",TSN 5,Win,Matheus Nicolau
3,Bruno Korea,Matheus Nicolau,UFC Fight Night Belfort vs Henderson,"Nov 7, 2015",FS1,Win,Matheus Nicolau
0,Sam Alvey,Antonio Rogerio Nogueira,UFC Fight Night Santos vs Anders,"Sep 22, 2018",Live on TSN 5,Win,Antonio Rogerio No...
1,Ryan Bader,Antonio Rogerio Nogueira,UFC Fight Night Bader vs Nogueira,"Nov 19, 2016",Live on TSN 5,Loss,Antonio Rogerio No...
2,Antonio Rogerio Nogueira,Patrick Cummins,UFC 198 Werdum vs. Miocic,"May 14, 2016",Live on Pay-Per-View,Win,Antonio Rogerio No...
3,Mauricio Rua,Antonio Rogerio Nogueira,UFC 190 Rousey vs. Correia,"Aug 1, 2015",Live on Pay-Per-View,Loss,Antonio Rogerio No...
4,Anthony Johnson,Antonio Rogerio Nogueira,UFC Fight Night Lawler vs. Brown,"Jul 26, 2014",Sportsnet 360,Loss,Antonio Rogerio No...
5,Rashad Evans,Antonio Rogerio Nogueira,UFC 156,"Feb 2, 2013",Aldo vs. Edgar,Win,Antonio Rogerio No...
6,Tito Ortiz,Antonio Rogerio Nogueira,UFC® 140,"Dec 10, 2011",Jones vs. Machida,Win,Antonio Rogerio No...
7,Phil Davis,Antonio Rogerio Nogueira,UFC Fight Night™,"Mar 26, 2011",NOGUEIRA vs. DAVIS,Loss,Antonio Rogerio No...
8,Antonio Rogerio Nogueira,Ryan Bader,UFC® 119,"Sep 25, 2010",MIR vs CRO COP,Loss,Antonio Rogerio No...
9,Jason Brilz,Antonio Rogerio Nogueira,UFC® 114,"May 29, 2010",RAMPAGE vs EVANS,Win,Antonio Rogerio No...
10,Antonio Rogerio Nogueira,Luiz Cane,UFC® 106,"Nov 21, 2009",ORTIZ vs GRIFFIN 2,Win,Antonio Rogerio No...
11,Antonio Rogerio Nogueira,Dion Staring,Jungle Fight 13,"May 9, 2009",,Win,Antonio Rogerio No...
12,Antonio Rogerio Nogueira,Vladimir Matyushenko,Affliction - Day of Reckoning,"Jan 24, 2009",,Win,Antonio Rogerio No...
13,Antonio Rogerio Nogueira,Moise Rimbon,Sengoku - Sixth Battle,"Nov 1, 2008",,Win,Antonio Rogerio No...
14,Antonio Rogerio Nogueira,Edwin DeWees,Affliction - Banned,"Jul 19, 2008",,Win,Antonio Rogerio No...
15,Antonio Rogerio Nogueira,Todd Gouwenberg,HCF - Destiny,"Feb 1, 2008",,Win,Antonio Rogerio No...
16,Rameau Thierry Sokoudjou,Antonio Rogerio Nogueira,PRIDE 33,"Feb 24, 2007",The Second Coming,Loss,Antonio Rogerio No...
17,Antonio Rogerio Nogueira,Alistair Overeem,PRIDE Critical Countdown Absolute,"Jul 1, 2006",,Win,Antonio Rogerio No...
18,Mauricio Rua,Antonio Rogerio Nogueira,PRIDE Critical Countdown 2005,"Jun 26, 2005",,Loss,Antonio Rogerio No...
19,Antonio Rogerio Nogueira,Dan Henderson,PRIDE Total Elimination 2005,"Apr 23, 2005",,Win,Antonio Rogerio No...
20,Antonio Rogerio Nogueira,Alistair Overeem,PRIDE 29,"Feb 20, 2005",Fists Of Fire,Win,Antonio Rogerio No...
21,Antonio Rogerio Nogueira,Kazuhiro Nakamura,PRIDE Bushido 4,"Jul 19, 2004",,Win,Antonio Rogerio No...
22,Antonio Rogerio Nogueira,Kazushi Sakuraba,PRIDE Shockwave 2003,"Dec 31, 2003",,Win,Antonio Rogerio No...
23,Antonio Rogerio Nogueira,Kazuhiro Nakamura,PRIDE 25,"Mar 16, 2003",Body Blow,Win,Antonio Rogerio No...
24,Antonio Rogerio Nogueira,Guy Mezger,PRIDE 24,"Dec 23, 2002",Cold Fury 3,Win,Antonio Rogerio No...
25,Antonio Rogerio Nogueira,Yusuke Imamura,PRIDE 20,"Apr 28, 2002",Armed and Ready,Win,Antonio Rogerio No...
0,Sage Northcutt,Zak Ottow,UFC Fight Night Dos Santos vs Ivanov,"Jul 14, 2018",Live on TSN 2,Win,Sage Northcutt
1,Sage Northcutt,Thibault Gouti,UFC Fight Night Cerrone vs Medeiros,"Feb 18, 2018",Live on TSN 2,Win,Sage Northcutt
2,Sage Northcutt,Michel Quinones,UFC Fight Night Poirier vs Pettis,"Nov 11, 2017",Live on TSN 5,Win,Sage Northcutt
3,Sage Northcutt,Mickey Gall,UFC Fight Night VanZant vs Waterson,"Dec 17, 2016",Live on TSN 4 & 5,Loss,Sage Northcutt
4,Sage Northcutt,Enrique Marin,UFC 200 Tate vs Nunes,"Jul 9, 2016",Live on Pay-Per-View,Win,Sage Northcutt
5,Sage Northcutt,Bryan Barberena,UFC Fight Night Johnson vs. Bader,"Jan 30, 2016",Live on FOX,Loss,Sage Northcutt
6,Sage Northcutt,Cody Pfister,UFC Fight Night Namajunas vs VanZant,"Dec 10, 2015",Fight Network,Win,Sage Northcutt
7,Francisco Trevino,Sage Northcutt,UFC 192 Cormier vs. Gustafsson,"Oct 3, 2015",Live on Pay-Per-View,Win,Sage Northcutt
0,Cris Cyborg,Amanda Nunes,UFC 232,"Dec 29, 2018",Jones vs. Gustafsson 2,UPCOMING,Amanda Nunes
1,Amanda Nunes,Raquel Pennington,UFC 224 Nunes vs Pennington,"May 12, 2018",Live on Pay-Per-View,,Amanda Nunes
2,Amanda Nunes,Valentina Shevchenko,UFC 215 Nunes vs Shevchenko 2,"Sep 9, 2017",Live on Pay-Per-View,,Amanda Nunes
3,Amanda Nunes,Ronda Rousey,UFC 207 Nunes vs Rousey,"Dec 30, 2016",Live on Pay-Per-View,,Amanda Nunes
4,Miesha Tate,Amanda Nunes,UFC 200 Tate vs Nunes,"Jul 9, 2016",Live on Pay-Per-View,,Amanda Nunes
5,Amanda Nunes,Valentina Shevchenko,UFC 196 McGregor vs. Diaz,"Mar 5, 2016",Live on Pay-Per-View,Win,Amanda Nunes
6,Sara McMann,Amanda Nunes,UFC Fight Night Teixeira vs. Saint Preux,"Aug 8, 2015",TSN 2,Win,Amanda Nunes
7,Amanda Nunes,Shayna Baszler,UFC Fight Night Maia vs. LaFlare,"Mar 21, 2015",TSN 1,Win,Amanda Nunes
8,Cat Zingano,Amanda Nunes,UFC 178 Johnson vs. Cariaso,"Sep 27, 2014",Live on Pay-Per-View,Loss,Amanda Nunes
9,Amanda Nunes,Germaine de Randamie,UFC Fight Night Live on Sportsnet 360,"Nov 6, 2013",Kennedy vs. Natal,Win,Amanda Nunes
10,Amanda Nunes,Sheila Gaff,UFC 163 Live on Pay-Per-View,"Aug 3, 2013",Aldo vs. Korean Zombie,Win,Amanda Nunes
11,Amanda Nunes,Alexis Davis,Strikeforce - Barnett vs. Kharitonov,"Sep 10, 2011",,Loss,Amanda Nunes
12,Julia Budd,Amanda Nunes,Strikeforce Challengers 13,"Jan 7, 2011",,Win,Amanda Nunes
0,Khabib Nurmagomedov,Conor McGregor,UFC 229 Khabib vs McGregor,"Oct 6, 2018",Live on Pay-Per-View,,Khabib Nurmagomedov
1,Khabib Nurmagomedov,Al Iaquinta,UFC 223 Khabib vs Iaquinta,"Apr 7, 2018",Live on Pay-Per-View,,Khabib Nurmagomedov
2,Khabib Nurmagomedov,Edson  Barboza,UFC 219 Cyborg vs Holm,"Dec 30, 2017",Live on Pay-Per-View,Win,Khabib Nurmagomedov
3,Khabib Nurmagomedov,Michael Johnson,UFC 205 Alvarez vs McGregor,"Nov 12, 2016",Live on Pay-Per-View,Win,Khabib Nurmagomedov
4,Khabib Nurmagomedov,Darrell Horcher,UFC Fight Night Teixeira vs. Evans,"Apr 16, 2016",Live on CTV TWO,Win,Khabib Nurmagomedov
5,Rafael Dos Anjos,Khabib Nurmagomedov,UFC Fight Night Werdum vs. Browne,"Apr 19, 2014",Sportsnet 360,Win,Khabib Nurmagomedov
6,Pat Healy,Khabib Nurmagomedov,UFC 165 Live on Pay-Per-View,"Sep 21, 2013",Jones vs. Gustafsson,Win,Khabib Nurmagomedov
7,Khabib Nurmagomedov,Abel Trujillo,UFC 160 Live on Pay-Per View,"May 25, 2013",Velasquez vs. Bigfoot 2,Win,Khabib Nurmagomedov
8,Thiago Tavares,Khabib Nurmagomedov,UFC ON SPORTSNET,"Jan 19, 2013",Belfort vs. Bisping,Win,Khabib Nurmagomedov
9,Gleison Tibau,Khabib Nurmagomedov,UFC® 148,"Jul 7, 2012",Silva vs. Sonnen II,Win,Khabib Nurmagomedov
10,Kamal Shalorus,Khabib Nurmagomedov,UFC®,"Jan 20, 2012",Guillard vs. Miller,Win,Khabib Nurmagomedov
0,Justin Scoggins,Said Nurmagomedov,UFC Fight Night Dos Santos vs Ivanov,"Jul 14, 2018",Live on TSN 2,Win,Said Nurmagomedov
0,Kennedy Nzechukwu,Dennis Bryant,DWTNCS 2.8,"Aug 7, 2018",,Win,Kennedy Nzechukwu
1,Anton Berzin,Kennedy Nzechukwu,Tuesday Night Contender Series Live on UFC FIGHT PASS,"Aug 22, 2017",Las Vegas,Win,Kennedy Nzechukwu
0,Sean O'Malley,Andre Soukhamthath,UFC 222 Cyborg vs Kunitskaya,"Mar 3, 2018",Live on Pay-Per-View,Win,Sean O'Malley
1,Sean O'Malley,Terrion Ware,The Ultimate Fighter Finale Modafferi vs Montano,"Dec 1, 2017",Live on TSN 5,Win,Sean O'Malley
2,Sean O'Malley,Alfred  Khashakyan,Tuesday Night Contender Series Live on UFC FIGHT PASS,"Jul 18, 2017",Las Vegas,Win,Sean O'Malley
0,Volkan Oezdemir,Anthony Smith,UFC Fight Night Volkan vs Smith,"Oct 27, 2018",Live on TSN 5,Loss,Volkan Oezdemir
1,Daniel Cormier,Volkan Oezdemir,UFC 220 Miocic vs Ngannou,"Jan 20, 2018",Live on Pay-Per-View,,Volkan Oezdemir
2,Jimi Manuwa,Volkan Oezdemir,UFC 214 Cormier vs Jones 2,"Jul 29, 2017",Live on Pay-Per-View,Win,Volkan Oezdemir
3,Volkan Oezdemir,Misha Cirkunov,UFC Fight Night Gustafsson vs Teixeira,"May 28, 2017",Live on TSN 5,Win,Volkan Oezdemir
4,Ovince Saint Preux,Volkan Oezdemir,UFC Fight Night Bermudez vs Korean Zombie,"Feb 4, 2017",Live on TSN,Win,Volkan Oezdemir
0,Yushin Okami,Aleksei Kunchenko,UFC Fight Night,"Dec 1, 2018",Dos Santos vs. Tuivasa,UPCOMING,Yushin Okami
